"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","condition","grade","sqft_above","sqft_basement","yr_built","zipcode"
"5731",250000,2,1,950,11835,1,3,5,950,0,1932,98028
"5732",583000,3,2.5,1790,8144,2,3,8,1790,0,1989,98074
"5733",499000,3,2.5,1610,1728,3,3,8,1610,0,2000,98115
"5734",550000,3,2.5,2290,6328,2,3,8,2290,0,2001,98146
"5735",4e+05,4,2.5,2170,204296,1,4,7,2170,0,1980,98022
"5736",990400,3,2.5,2100,4097,2,3,9,2100,0,2008,98004
"5737",6e+05,3,2.5,2320,52272,1.5,3,8,2320,0,1974,98075
"5738",325000,2,1,1120,6236,1,4,6,1120,0,1954,98155
"5739",265000,3,2.5,1530,6000,2,4,7,1530,0,1991,98038
"5740",1620000,3,2.5,3490,9362,1,5,9,1770,1720,1960,98105
"5741",347500,3,1.5,1180,8353,1,3,7,1180,0,1960,98155
"5742",629000,5,2,2050,3000,1.5,3,7,1470,580,1912,98103
"5743",1090000,2,2,2360,11340,1.5,3,9,2360,0,1997,98040
"5744",397500,4,2.5,2570,7859,2,3,8,2570,0,1992,98038
"5745",404500,2,1,1270,3700,1.5,3,7,1270,0,1909,98144
"5746",225000,3,1.5,1250,7500,1,3,7,1250,0,1967,98030
"5747",267000,3,2.25,2510,9900,1,3,8,1610,900,1978,98023
"5748",8e+05,4,3.75,2690,4000,2,4,9,2120,570,1909,98119
"5749",339000,4,2.5,2900,6918,2,3,8,2900,0,2001,98001
"5750",1850000,4,2.5,3830,11972,1,3,11,2370,1460,1981,98155
"5751",525000,5,1,1280,3876,1.5,3,7,1280,0,1923,98105
"5752",1150000,5,3.5,4350,6218,2,3,10,3520,830,2007,98027
"5753",565000,1,1,1370,6250,1.5,4,7,1370,0,1921,98136
"5754",387000,2,2.25,1230,1280,2,3,8,960,270,2012,98144
"5755",720000,4,2.5,2440,34290,2,3,9,2440,0,1987,98053
"5756",1500000,4,3.5,4410,12426,2,3,12,3420,990,1996,98006
"5757",235000,2,1,910,7617,1,3,6,910,0,1936,98125
"5758",365000,2,1,910,7617,1,3,6,910,0,1936,98125
"5759",368250,3,2.5,2150,7484,2,3,8,2150,0,1988,98074
"5760",580000,3,2.5,2150,7484,2,3,8,2150,0,1988,98074
"5761",1100000,4,3.25,3190,11774,2,3,8,2610,580,1956,98178
"5762",215000,4,2.5,2130,4496,2,3,7,2130,0,2004,98001
"5763",648000,4,2.5,2740,9959,2,3,9,2740,0,1989,98029
"5764",705000,4,3,3150,9318,2,3,9,3150,0,2001,98075
"5765",465000,3,2.25,1450,1540,2,3,8,1180,270,2005,98107
"5766",650000,5,2,2400,3500,1.5,3,8,1900,500,1911,98103
"5767",335000,4,2.25,2280,7500,1,4,7,1140,1140,1963,98198
"5768",640000,4,2,2310,31850,1.5,4,8,2310,0,1984,98072
"5769",638250,4,2.5,2460,8029,2,3,9,2460,0,1989,98074
"5770",1460000,4,3.5,4200,14353,2,3,12,3640,560,1996,98040
"5771",375000,4,2,1620,4600,2,3,7,1620,0,1909,98108
"5772",842000,4,1.75,2170,9525,1,3,8,2170,0,1960,98040
"5773",499950,3,2.25,2880,7200,1,3,8,1710,1170,1970,98133
"5774",810000,4,2.5,3280,25211,2,3,11,3280,0,1985,98074
"5775",310000,5,2,2900,11970,2,4,7,2900,0,1969,98072
"5776",730000,3,2.5,2160,8809,1,3,9,1540,620,2014,98103
"5777",637800,4,1.75,2250,4750,1.5,4,7,1420,830,1924,98115
"5778",225000,3,1,1340,4800,1.5,4,5,1340,0,1903,98055
"5779",417500,4,1,1390,10800,1.5,4,7,1390,0,1941,98177
"5780",265000,4,2,1600,10160,1,4,7,1600,0,1972,98022
"5781",550000,4,2.5,2050,8683,2,3,8,2050,0,1987,98074
"5782",625700,3,2,2570,159865,1,5,7,2570,0,1968,98024
"5783",595000,3,2.5,2660,10637,2,3,9,2660,0,1991,98011
"5784",270000,3,1.5,1540,13475,1,4,7,1540,0,1972,98059
"5785",739375,5,3,2640,3200,2,4,7,2140,500,1906,98112
"5786",357562,2,1.75,1210,1032,2,3,8,1210,0,2014,98029
"5787",1010000,4,2.5,3760,29224,2,3,11,3760,0,1987,98052
"5788",455000,2,1.75,1350,4286,1,3,8,1350,0,2004,98053
"5789",310000,5,2.25,2600,9600,1,4,8,1810,790,1969,98023
"5790",415000,3,2.75,3900,111514,2,3,6,3460,440,1967,98024
"5791",452000,2,1,1340,8100,1,3,8,1340,0,1950,98177
"5792",810000,3,2,1760,16928,1,3,7,1760,0,1953,98004
"5793",730001,3,2,1840,4750,1,5,7,1010,830,1951,98117
"5794",825000,3,2.25,2980,86636,1,3,9,2230,750,1989,98053
"5795",665000,3,2.5,1730,3000,2,3,8,1730,0,1996,98103
"5796",327500,4,1.75,1650,7800,1,3,8,1650,0,1968,98058
"5797",699950,3,2.5,3370,36218,2,4,9,3370,0,1988,98075
"5798",424000,3,2.5,2200,34680,2,3,9,2200,0,1985,98092
"5799",657000,4,2.5,2180,3375,1.5,4,7,1420,760,1926,98117
"5800",445000,3,1.75,1490,10844,1,3,7,1210,280,1974,98008
"5801",450000,3,2.5,1530,762,2,3,8,1050,480,2007,98119
"5802",350000,3,1,1180,7455,1,4,7,1180,0,1964,98034
"5803",460000,4,2.5,2080,17532,2,3,9,2080,0,1996,98059
"5804",385000,4,2.5,3200,22651,1,5,8,1610,1590,1970,98031
"5805",272000,4,2.25,1880,6160,2,3,7,1880,0,1993,98023
"5806",535000,3,2.5,2510,5544,2,3,7,2510,0,2001,98053
"5807",216500,2,1,1060,5200,1,3,6,1060,0,1969,98042
"5808",325000,3,2.5,2130,12245,2,3,8,2130,0,1989,98042
"5809",420200,3,1.75,1320,7280,1,3,7,1320,0,1968,98034
"5810",258000,3,1.75,1040,5650,1,5,6,1040,0,1951,98178
"5811",450000,3,2,1150,4500,1.5,3,7,1150,0,1917,98103
"5812",720168,4,2.25,2120,3794,2,4,7,1420,700,1926,98117
"5813",652000,3,2,2130,5000,1.5,5,7,1330,800,1925,98107
"5814",569500,4,2.5,2340,8248,2,3,8,2340,0,1989,98074
"5815",411000,4,1.75,2250,292288,1,4,7,2250,0,1963,98042
"5816",524950,3,1.75,1890,3825,1,3,7,1290,600,1974,98117
"5817",153000,2,1,1140,10152,1,3,6,760,380,1942,98155
"5818",775000,3,2.5,2780,5467,2,3,9,2780,0,2000,98126
"5819",338500,4,2.5,2390,6111,2,3,8,2390,0,1997,98030
"5820",570000,3,1.75,2390,9000,1,3,8,1500,890,1975,98052
"5821",653000,3,2,2680,8429,1,4,9,1880,800,1950,98038
"5822",435000,2,2.5,1560,1222,2,3,8,1080,480,2008,98122
"5823",207000,2,1,1130,8160,1,4,6,1130,0,1952,98168
"5824",540000,2,1,1120,7500,1,4,7,1120,0,1971,98008
"5825",386000,4,2.25,2050,9583,2,3,8,1770,280,1965,98198
"5826",265000,5,2.25,2600,8075,1.5,4,8,2600,0,1969,98092
"5827",250000,3,2.25,1050,572,2,3,7,740,310,2006,98106
"5828",1700000,3,2,2600,6600,2,3,10,1930,670,1970,98122
"5829",455000,4,2.5,2811,7251,2,3,9,2811,0,2009,98038
"5830",1800000,4,3.25,4060,13000,2,3,11,4060,0,2000,98040
"5831",759000,3,2,2260,7200,1,3,7,1130,1130,1941,98144
"5832",970000,4,2.75,4430,74358,2,3,10,4430,0,1990,98053
"5833",280000,1,0,600,24501,1,2,3,600,0,1950,98045
"5834",690000,3,2.25,2430,8327,1,4,9,1430,1000,1978,98006
"5835",789900,3,2.5,3420,25150,1,4,10,1750,1670,1987,98006
"5836",447500,2,1,1180,5100,1.5,3,7,1180,0,1926,98103
"5837",440000,4,2.25,2010,7575,1,3,7,1220,790,1974,98034
"5838",278000,3,2,1230,7789,1,3,7,1230,0,1994,98042
"5839",980000,5,2.5,2750,6000,1.5,3,8,1750,1000,1904,98103
"5840",245000,3,2.75,1300,14197,1,3,7,860,440,1996,98030
"5841",287000,3,1.5,1150,11475,1,3,7,1150,0,1971,98045
"5842",435000,3,1.75,2220,132858,1,3,7,1110,1110,1988,98027
"5843",585000,3,2.5,2050,11690,2,4,9,2050,0,1989,98059
"5844",616000,4,1.75,1700,5846,1,3,8,1700,0,1957,98199
"5845",203000,3,1.75,1610,9000,1,4,7,1100,510,1978,98092
"5846",860000,4,2.75,2720,3840,2,3,8,1790,930,1920,98107
"5847",833000,4,2.5,2190,12690,1,3,8,1170,1020,1973,98033
"5848",565000,4,2.75,2730,6856,2,3,8,2730,0,2003,98072
"5849",572500,3,2.5,2490,7589,2,3,9,2490,0,1991,98056
"5850",254000,4,2,1510,4235,1,3,7,1510,0,1955,98108
"5851",1530000,4,4.25,4720,21000,3,5,11,4720,0,1971,98177
"5852",9e+05,4,3,3810,217800,2,3,9,3810,0,2003,98077
"5853",899000,3,2.5,1950,3730,2,3,9,1950,0,1996,98033
"5854",560000,3,2,1300,6000,1,5,7,1300,0,1943,98136
"5855",512500,3,1.75,1610,7200,1,3,7,1180,430,1976,98007
"5856",775000,4,2.5,2040,5000,1.5,5,7,1180,860,1924,98117
"5857",2e+05,2,1,700,4700,1,5,5,700,0,1953,98056
"5858",172000,3,1,970,4700,1,4,6,720,250,1943,98106
"5859",219900,3,1,910,6000,1,2,6,910,0,1956,98146
"5860",641200,3,1,1060,9123,1,3,7,1060,0,1952,98004
"5861",473000,5,3.25,2180,7200,2,4,7,2180,0,1982,98034
"5862",540000,3,1.75,2050,9580,1,3,8,1400,650,1984,98074
"5863",295000,2,1,750,4500,1,3,6,750,0,1945,98122
"5864",370000,3,1,800,2296,1,4,6,800,0,1908,98103
"5865",1730000,4,2.25,3470,8000,1.5,3,9,2360,1110,1906,98122
"5866",275000,3,1.5,1390,48257,1,3,6,1390,0,1922,98024
"5867",89000,3,1,900,4750,1,4,6,900,0,1969,98023
"5868",175000,2,1.75,1050,9800,1.5,4,6,1050,0,1975,98019
"5869",490000,3,2.5,2410,11900,1,4,9,1600,810,1989,98023
"5870",342400,3,2.25,1180,9630,2,3,7,1180,0,1986,98028
"5871",345000,3,1,1140,4200,2,4,7,1140,0,1904,98144
"5872",399000,2,1,700,3400,1,3,6,700,0,1946,98112
"5873",550000,4,2.5,2060,9719,1,4,8,1320,740,1960,98006
"5874",652450,3,2.25,2230,11835,1,5,8,1630,600,1974,98006
"5875",438000,2,2.25,1950,29347,1,3,8,1350,600,1953,98133
"5876",605000,3,1.75,2100,5058,1,3,7,1340,760,1941,98126
"5877",395000,4,2.5,2130,11733,1,5,7,1330,800,1969,98059
"5878",449950,3,2,1880,3048,2,4,7,1880,0,1902,98122
"5879",651100,4,2.5,2310,5526,2,3,9,2310,0,2003,98074
"5880",241000,3,1,880,6050,1,3,6,880,0,1945,98178
"5881",3420000,5,5,5450,20412,2,3,11,5450,0,2014,98039
"5882",268500,2,1.5,1290,1749,1,3,8,660,630,1969,98008
"5883",2e+05,2,1,1010,7200,1,3,6,1010,0,1956,98166
"5884",400375,4,1.75,1690,7680,1,5,6,890,800,1946,98126
"5885",429000,2,1.75,1350,6315,1,3,8,1350,0,2005,98053
"5886",230000,3,1,680,2400,1,4,6,680,0,1903,98144
"5887",1200000,4,2.25,2860,10702,2,3,10,2860,0,1982,98004
"5888",314200,1,1,610,6000,1,4,5,610,0,1918,98117
"5889",513000,4,2.5,2660,8887,1,4,8,1880,780,1967,98166
"5890",535000,2,1,1390,5346,1,5,7,960,430,1908,98118
"5891",420000,6,3,2290,6344,2,3,7,2290,0,1980,98126
"5892",345950,3,2.5,2110,4118,2,3,8,2110,0,1989,98042
"5893",483500,3,2,1200,2016,1,4,7,600,600,1931,98116
"5894",695000,4,2.25,2360,2500,2,3,8,1520,840,2001,98117
"5895",295000,4,2.5,2350,8906,2,3,7,2350,0,1993,98031
"5896",434975,3,2.25,1590,9960,1,3,7,1060,530,1976,98155
"5897",513000,3,2.5,1810,4592,2,3,8,1810,0,1992,98029
"5898",360000,3,1.75,1900,11407,1,3,8,1900,0,1963,98155
"5899",234900,3,1,1250,8000,1,3,7,1250,0,1956,98146
"5900",963000,4,3.5,3280,6603,2,3,10,3280,0,2007,98027
"5901",595000,2,1.5,870,4800,1,3,7,870,0,1924,98119
"5902",942500,4,3.25,3570,14408,2,3,10,3570,0,2006,98065
"5903",1030000,4,3.25,3780,11200,2,3,11,3780,0,2002,98059
"5904",350000,3,1,1190,3600,1.5,3,6,1190,0,1904,98144
"5905",416500,4,2,2280,39848,2,4,8,2280,0,1991,98070
"5906",209900,3,1,1030,60720,1.5,3,5,1030,0,1912,98042
"5907",802000,3,1.75,2870,5000,1.5,4,8,1840,1030,1907,98144
"5908",230000,4,1.5,1520,8800,1,4,7,1520,0,1960,98002
"5909",489000,3,3,3700,10375,2,3,9,3700,0,1982,98188
"5910",497000,3,1.5,2240,28750,1,3,8,1620,620,1956,98034
"5911",250000,3,2.25,1920,7738,1,3,8,1520,400,1965,98148
"5912",925000,3,3,2560,3600,2,3,10,2110,450,1994,98119
"5913",390000,4,2.5,1840,15496,2,3,8,1840,0,1991,98059
"5914",415000,3,2.75,2080,9600,1,3,7,2080,0,1988,98028
"5915",785000,3,2,1600,9638,1,5,7,1600,0,1952,98040
"5916",575000,3,2,2168,4000,1.5,3,8,2168,0,1907,98105
"5917",170000,2,1,860,8636,1,3,6,860,0,1924,98146
"5918",750000,4,1.75,2100,3400,1,5,7,1100,1000,1915,98119
"5919",230000,3,1,1140,9639,1,4,7,1140,0,1967,98001
"5920",855000,4,3,3090,35074,2,3,9,3090,0,1978,98005
"5921",235000,3,1,1330,45738,2,2,6,1330,0,1967,98058
"5922",335000,2,1,1360,69260,1,4,5,1360,0,1937,98065
"5923",1200000,5,3,3420,18129,2,3,9,2540,880,1952,98040
"5924",677000,4,2,2180,6000,1.5,3,8,2060,120,1927,98144
"5925",575000,3,2,1800,5000,2,5,7,1600,200,1925,98136
"5926",450000,2,1,1120,4590,1,3,7,1120,0,1924,98118
"5927",817250,3,2.5,2980,7202,2,3,8,2980,0,1999,98033
"5928",440000,4,2.25,2600,28600,1,3,8,1810,790,1968,98072
"5929",526000,2,2,1550,2400,1.5,4,7,1550,0,1900,98103
"5930",762500,3,2.25,3330,15258,2,3,10,3330,0,1986,98077
"5931",325000,4,2.5,2200,7719,2,3,8,2200,0,2000,98030
"5932",840000,4,3.5,3840,85728,2,3,11,3840,0,1998,98014
"5933",377500,2,1,840,4500,1,3,6,840,0,1939,98136
"5934",212500,3,1.5,1270,7128,1,4,6,1270,0,1954,98198
"5935",749400,4,2.5,3240,20301,2,3,10,3240,0,1985,98052
"5936",663000,3,2.5,2480,37843,1.5,4,8,2480,0,1974,98070
"5937",1480000,3,2.25,4470,22518,2,3,9,3240,1230,1953,98006
"5938",261000,3,1,1780,7800,1,3,7,1060,720,1957,98178
"5939",515000,4,2.5,1850,9248,2,3,8,1850,0,1997,98028
"5940",410000,3,2.25,2200,16921,2,3,8,2200,0,1987,98038
"5941",336000,3,2.25,2760,10160,1,3,8,2760,0,1969,98058
"5942",440000,2,1,1090,4128,1,3,7,1090,0,1948,98115
"5943",908950,4,2.75,3090,6200,2,3,9,3090,0,2014,98006
"5944",554000,2,1,820,3700,1,5,7,820,0,1968,98040
"5945",387000,3,2.25,1445,1606,2,3,7,1300,145,2003,98027
"5946",268643,4,2.25,1810,9240,2,3,7,1810,0,1961,98055
"5947",514000,3,1.75,1620,5000,1,3,7,920,700,1954,98117
"5948",420000,2,1.75,1060,4182,2,3,7,1060,0,1977,98115
"5949",199000,3,1.75,1050,9871,1,5,7,1050,0,1968,98042
"5950",225000,3,1,1010,15701,1,4,7,1010,0,1949,98188
"5951",320000,4,2.5,2050,8424,2,4,8,2050,0,1993,98022
"5952",204995,2,1,970,8185,1,5,6,970,0,1904,98031
"5953",376000,3,2,1540,1827,2,3,8,1540,0,2005,98029
"5954",705000,4,2.75,3000,6222,2,3,9,3000,0,2004,98029
"5955",725995,4,2.5,3190,7869,2,3,9,3190,0,2001,98065
"5956",285000,4,2.5,1870,8190,1,3,7,1100,770,1977,98058
"5957",285000,4,2.5,2200,9397,2,3,8,2200,0,1987,98001
"5958",731000,4,2.5,3070,5936,2,3,9,3070,0,2005,98075
"5959",1560000,4,3.75,3730,17000,2,4,10,2820,910,1986,98040
"5960",510000,4,2.5,2440,10423,1,3,7,2440,0,1955,98034
"5961",620000,2,1,990,4332,1,3,7,990,0,1909,98103
"5962",1110000,3,4,4160,31796,2,3,11,4160,0,1989,98053
"5963",796000,4,3.5,3670,4960,2,3,9,2870,800,2005,98177
"5964",255000,3,1.5,910,25500,1,3,5,910,0,1943,98188
"5965",807000,3,2.5,1940,4000,2,4,9,1940,0,2000,98199
"5966",315000,4,2.5,1780,6000,2,3,9,1780,0,2000,98038
"5967",637000,3,2.25,2200,7355,2,4,8,2200,0,1986,98052
"5968",2730000,4,4.25,6410,43838,2.5,4,12,5610,800,1906,98144
"5969",490000,3,2,2070,10023,1,3,8,1220,850,1981,98074
"5970",253000,3,1.75,2040,7281,1,3,7,1020,1020,1962,98188
"5971",325900,4,2.5,2320,6270,2,3,8,2320,0,2004,98042
"5972",425000,2,2,1440,6677,1,3,7,870,570,1952,98118
"5973",215000,4,2.5,1700,6675,2,3,7,1700,0,1997,98038
"5974",315000,4,2.5,1700,6675,2,3,7,1700,0,1997,98038
"5975",724800,3,2,2050,3933,1,3,8,1180,870,1926,98112
"5976",295000,2,1,800,6500,1,4,6,800,0,1953,98133
"5977",509007,3,1.75,1800,7620,1,3,8,1350,450,1951,98177
"5978",306000,5,2,1460,169448,1.5,3,6,1460,0,1910,98030
"5979",205000,3,1.75,1290,7210,1,3,7,1290,0,1984,98023
"5980",275000,3,1.5,1900,9737,1,4,7,1200,700,1968,98031
"5981",685000,3,1.75,1480,7000,1,3,8,1480,0,1963,98122
"5982",465000,4,2.5,2090,12833,1,3,7,1220,870,1969,98034
"5983",560000,4,2.25,1950,9800,1,3,8,1330,620,1968,98033
"5984",458500,3,1.75,1250,9605,1,3,7,1250,0,1964,98008
"5985",354000,3,1,990,7590,1,3,6,990,0,1959,98008
"5986",441000,3,2.5,2740,7923,2,3,9,2740,0,1998,98058
"5987",194000,3,1.75,1260,10488,1,2,7,1110,150,1952,98106
"5988",316500,4,2.5,2150,6807,2,4,8,2150,0,1991,98031
"5989",524950,3,1.75,1750,3250,1.5,4,7,1230,520,1929,98117
"5990",1050000,3,2.25,2880,6092,2,4,8,1920,960,1983,98116
"5991",925000,4,2.25,2590,13894,2,4,9,2590,0,1975,98005
"5992",780000,3,1.75,2430,4524,1.5,4,7,1830,600,1924,98103
"5993",241000,2,2,1470,3128,2,3,6,1470,0,2005,98038
"5994",519000,3,2.75,2020,10744,1,5,7,1270,750,1954,98166
"5995",286000,2,1,610,4000,1,4,6,610,0,1918,98136
"5996",4e+05,3,2,3000,17800,1,3,8,1500,1500,1962,98125
"5997",255000,2,1,920,43560,1,4,5,920,0,1923,98024
"5998",152000,3,1.75,1070,7754,1,3,6,1070,0,1953,98146
"5999",599000,4,2,3410,15143,2,4,8,3410,0,1972,98052
"6000",330000,4,2.5,1820,3905,2,3,7,1820,0,2001,98019
"6001",461000,2,1,1060,7193,1,3,7,1060,0,1926,98133
"6002",620000,5,2.5,3070,34991,2,3,9,3070,0,1995,98059
"6003",352500,4,2.5,2300,219106,1,4,7,1840,460,1958,98038
"6004",435000,3,2,1610,6911,1,3,7,1260,350,1988,98034
"6005",725000,5,2.75,2830,5310,2,3,9,2830,0,2006,98052
"6006",3e+05,3,1,970,12300,1,3,7,970,0,1982,98028
"6007",252000,3,2.5,1680,8284,2,3,7,1680,0,1989,98038
"6008",464625,4,2.75,2040,8996,1,4,8,1260,780,1974,98033
"6009",340000,3,1,1450,9586,2,3,7,1450,0,1950,98155
"6010",1330000,4,2.25,2870,6280,1.5,4,9,1980,890,1905,98112
"6011",455000,5,2,1870,13970,1,4,7,1120,750,1969,98027
"6012",495000,4,3.5,2490,18042,2,3,8,2490,0,2003,98070
"6013",925000,4,2.5,3350,4501,2,3,9,2640,710,2002,98117
"6014",587000,4,2.75,3190,8737,2,3,9,3190,0,2006,98065
"6015",524000,3,1.75,1560,5520,1,4,6,780,780,1944,98199
"6016",1030000,4,2.5,2750,4800,2,3,9,1960,790,1905,98103
"6017",176000,2,1,920,2332,1,4,8,920,0,1980,98198
"6018",249900,2,1,1140,5500,1,3,6,1140,0,1947,98106
"6019",499500,3,2.5,2520,53143,1.5,3,7,2520,0,1988,98019
"6020",6e+05,5,3.5,3150,10542,1,5,9,1620,1530,1974,98011
"6021",294000,4,2.5,2040,7800,2,3,7,2040,0,2003,98168
"6022",272000,4,2,1780,19843,1,3,7,1780,0,1963,98058
"6023",390000,3,2.5,2240,10800,2,3,8,2240,0,1996,98028
"6024",7e+05,4,2.5,3270,9650,1,4,9,2320,950,1971,98166
"6025",635000,5,2.75,3110,6621,2,3,9,3110,0,2006,98065
"6026",920000,4,1.5,1850,3600,2,3,8,1660,190,1929,98112
"6027",5e+05,3,1.75,1570,8530,1,4,7,1190,380,1983,98033
"6028",263500,2,1,750,4515,1,3,6,750,0,1942,98106
"6029",975000,4,2.25,2240,9990,2,4,10,2240,0,1967,98040
"6030",575000,3,2.5,1870,3485,2,3,8,1870,0,2001,98029
"6031",822000,4,2.5,2683,40386,2,4,9,2683,0,1987,98052
"6032",3e+05,3,1,1490,7200,1,3,7,1490,0,1954,98125
"6033",487600,4,2.5,2340,12080,2,3,8,2340,0,1999,98019
"6034",5e+05,4,2,1700,8640,1,3,7,850,850,1955,98006
"6035",680000,2,2,1450,989,3,3,9,1450,0,2014,98109
"6036",419000,3,2.5,3310,21096,2,3,9,3310,0,2004,98023
"6037",450000,4,1.75,1520,5250,1,3,6,1520,0,1949,98199
"6038",650000,5,1.75,1260,4500,1.5,3,7,1260,0,1926,98119
"6039",550000,3,1.75,1840,8086,1,4,8,1840,0,1964,98052
"6040",330000,4,2,1750,5202,1,4,6,1070,680,1942,98108
"6041",282510,4,1,1450,32234,1.5,4,6,1450,0,1932,98030
"6042",2390000,4,4,6330,13296,2,3,13,4900,1430,2000,98033
"6043",230000,2,2,1260,10200,1,3,7,1020,240,1983,98003
"6044",750000,4,1.75,2100,6613,2,3,8,2100,0,1909,98116
"6045",321000,4,2.5,2430,5366,2,3,8,2430,0,2002,98092
"6046",2200000,4,3.25,4250,18000,2,5,10,3350,900,1980,98040
"6047",245000,4,2,1830,10416,1,3,7,1370,460,1958,98146
"6048",510000,2,1,1310,4000,1,3,6,1310,0,1913,98103
"6049",751000,4,3.25,3090,9571,2,3,9,2370,720,2004,98052
"6050",675000,4,2.5,2560,36601,2,4,9,2560,0,1987,98075
"6051",295000,3,1.75,1930,13350,1,3,8,1930,0,1967,98023
"6052",312000,2,1,1460,6000,1,2,7,1260,200,1925,98115
"6053",730000,3,3,3460,13129,2,3,9,2560,900,1988,98077
"6054",762500,5,3.5,3290,5880,2,3,9,2670,620,2005,98052
"6055",150000,3,1,820,7680,1.5,3,6,820,0,1910,98106
"6056",270000,3,1,1480,7374,1,3,6,760,720,1954,98133
"6057",4e+05,4,2,1420,9301,1,4,7,1420,0,1963,98008
"6058",650000,3,2.5,2790,6720,2,3,8,2790,0,2002,98075
"6059",530000,2,1.5,1390,5000,1,4,8,970,420,1954,98116
"6060",248000,3,1,950,9400,1,4,7,950,0,1954,98006
"6061",760000,4,3.5,3000,5300,1,5,7,1780,1220,1949,98115
"6062",199000,4,1,1280,10521,1.5,3,7,1280,0,1960,98198
"6063",240000,2,1,870,8400,1,3,7,870,0,1960,98188
"6064",415000,3,1.5,1360,1795,2,3,7,1360,0,1945,98199
"6065",228000,3,1,1000,16376,1,3,7,1000,0,1959,98059
"6066",525000,4,2.5,2740,12106,1,3,8,1980,760,1992,98133
"6067",399950,3,1.75,1560,5223,1,4,7,810,750,1940,98125
"6068",781000,4,2.5,2590,8571,2,3,9,2590,0,1988,98052
"6069",827000,3,2.5,1850,1330,2.5,3,9,1560,290,2004,98115
"6070",525000,5,2.25,2500,8621,1.5,4,7,2500,0,1968,98034
"6071",671300,4,2.5,3280,5232,2,3,7,3280,0,2004,98053
"6072",175000,2,1,670,2378,1,3,5,670,0,1919,98126
"6073",1100000,5,2.75,2890,22547,1,4,10,2150,740,1963,98040
"6074",8e+05,5,2.5,3000,10560,1,3,8,1500,1500,1966,98004
"6075",329950,4,2.5,1920,4600,2,3,7,1920,0,2002,98038
"6076",445000,4,3.25,1960,7200,2,3,7,1960,0,1979,98034
"6077",237000,3,1.75,2000,12208,1,3,7,1140,860,1979,98032
"6078",1110000,6,4,3600,6224,2,3,9,2610,990,1945,98199
"6079",438900,4,2.5,2740,5700,2,3,9,2740,0,2006,98038
"6080",1280000,9,4.5,3650,5000,2,3,8,2530,1120,1915,98105
"6081",6e+05,4,2.5,2310,3866,2,3,8,2310,0,2005,98029
"6082",670000,4,2.5,2095,4569,2,3,9,2095,0,2002,98052
"6083",519000,2,2,1560,4823,1,3,8,1560,0,2004,98053
"6084",320000,3,2.25,1880,7350,1,3,8,1390,490,1984,98058
"6085",270000,2,1.5,840,867,2,3,7,840,0,2005,98115
"6086",1e+06,3,2.5,2730,5832,2,3,9,2730,0,1998,98005
"6087",330000,1,1,860,4800,1,3,6,860,0,1907,98122
"6088",657500,3,2,2320,10960,1,3,7,1510,810,1956,98005
"6089",450000,3,1.75,1540,61419,1,3,7,1540,0,1967,98028
"6090",150000,3,1,890,6488,1.5,3,5,890,0,1928,98014
"6091",792500,4,2.5,4290,175421,2,3,10,4290,0,2004,98010
"6092",540000,3,2.5,1950,13227,2,4,9,1950,0,1978,98034
"6093",229900,3,1,1010,8848,1,4,7,1010,0,1968,98003
"6094",533000,4,2.5,2830,6536,2,3,8,2830,0,2003,98038
"6095",239000,4,1.75,1500,12560,1,4,7,1000,500,1977,98002
"6096",713900,3,2.5,3370,167706,1,3,10,3370,0,2000,98038
"6097",427500,4,2.5,3160,8726,2,3,9,3160,0,1999,98092
"6098",302000,3,1,1110,7000,1.5,4,7,1110,0,1955,98133
"6099",1150000,3,2.5,3830,48743,2,3,11,3830,0,1991,98006
"6100",555000,3,2.5,3160,4270,2,3,8,2650,510,2006,98011
"6101",495000,3,2.25,2100,3000,2,3,7,2100,0,1996,98144
"6102",495000,3,1.5,2240,13288,1,3,7,2240,0,1953,98033
"6103",340000,2,0.75,1060,48292,1,5,6,560,500,1947,98070
"6104",464950,4,2.25,2350,36116,1,4,9,2350,0,1983,98042
"6105",320000,4,2.5,1940,7040,2,3,8,1940,0,1998,98092
"6106",440000,1,1,1160,64469,1,3,7,1160,0,2009,98072
"6107",686000,3,1.5,1840,9990,2,5,8,1840,0,1961,98177
"6108",555000,4,1.75,2260,11000,1,3,8,1620,640,1976,98008
"6109",361500,2,1,840,3860,1,4,6,840,0,1909,98117
"6110",1240000,5,3,2830,7500,2,3,9,2460,370,1923,98105
"6111",154950,4,1,1600,10183,1,4,6,1600,0,1966,98002
"6112",247200,3,1.75,1370,8719,1,3,7,1370,0,1982,98042
"6113",250000,3,2.25,1960,7414,1,3,7,1490,470,1984,98023
"6114",590300,3,1.5,1470,7200,2,4,7,1470,0,1907,98118
"6115",541125,5,2.75,2740,8426,1,4,8,1370,1370,1960,98006
"6116",310000,2,2.5,1090,923,2,3,7,1090,0,2004,98027
"6117",704111,4,2.75,2460,9520,1,3,8,1680,780,1976,98034
"6118",277500,3,2.25,1820,19602,1,4,7,1820,0,1964,98001
"6119",325000,4,2.75,1960,8937,1,5,7,980,980,1954,98188
"6120",289200,3,2.25,1760,7023,2,3,7,1760,0,1995,98019
"6121",185000,1,1,720,5000,1,4,6,720,0,1908,98118
"6122",1450000,4,3.5,3470,8580,2,3,11,2500,970,2007,98199
